,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Day,Calendering Year
7031,West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,34.0,33,1122.0,482.46,0.43,Online,2021,10,3,Second Half
7032,West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32.0,33,1056.0,432.96,0.41,Online,2021,10,3,Second Half
7033,West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,44.0,33,1452.0,914.76,0.63,Online,2021,10,3,Second Half
7034,West Gear,1185732,2021-10-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,46.0,65,2990.0,1524.9,0.51,Online,2021,10,3,Second Half
7035,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,41.0,104,4264.0,1833.52,0.43,Online,2021,11,3,Second Half
7036,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32.0,78,2496.0,1173.12,0.47,Online,2021,11,3,Second Half
7037,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,69,2277.0,956.3399999999999,0.42,Online,2021,11,3,Second Half
7038,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33.0,65,2145.0,965.2499999999999,0.44999999999999996,Online,2021,11,3,Second Half
7039,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Apparel,58.0,56,3248.0,2013.76,0.62,Online,2021,11,3,Second Half
7040,West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Women's Apparel,61.0,75,4575.0,2333.25,0.51,Online,2021,11,3,Second Half
7041,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58.0,138,8004.0,3281.64,0.41,Online,2021,12,2,Second Half
7042,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49.0,102,4998.0,2349.06,0.47,Online,2021,12,2,Second Half
7043,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45.0,87,3915.0,1722.6,0.44,Online,2021,12,2,Second Half
7044,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48.0,73,3504.0,1576.8,0.44999999999999996,Online,2021,12,2,Second Half
7045,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,57.0,73,4161.0,2496.6,0.6,Online,2021,12,2,Second Half
7046,West Gear,1185732,2021-12-02,Midwest,Wisconsin,Milwaukee,Women's Apparel,59.0,88,5192.0,2699.84,0.52,Online,2021,12,2,Second Half
7047,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,140,4480.0,2329.6,0.52,Online,2021,1,10,First Half
7048,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32.0,78,2496.0,1272.96,0.51,Online,2021,1,10,First Half
7049,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,87,2088.0,939.5999999999999,0.44999999999999996,Online,2021,1,10,First Half
7050,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,28.0,44,1232.0,591.36,0.48,Online,2021,1,10,First Half
7051,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Apparel,41.0,58,2378.0,1046.32,0.44,Online,2021,1,10,First Half
7052,West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Apparel,32.0,84,2688.0,1344.0,0.5,Online,2021,1,10,First Half
7053,West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34.0,160,5440.0,2992.0000000000005,0.55,Online,2021,2,10,First Half
7054,West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34.0,52,1768.0,901.6800000000001,0.51,Online,2021,2,10,First Half
7055,West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,73,1752.0,876.0,0.5,Online,2021,2,10,First Half
7056,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,36,1044.0,490.67999999999995,0.47,Online,2021,2,10,First Half
7057,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,58,2378.0,1046.32,0.44,Online,2021,2,10,First Half
7058,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,19.0,75,1425.0,726.75,0.51,Online,2021,2,10,First Half
7059,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.0,151,3473.0,1771.23,0.51,Online,2021,3,9,First Half
7060,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,61,1403.0,771.6500000000001,0.55,Online,2021,3,9,First Half
7061,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72,1008.0,504.0,0.5,Online,2021,3,9,First Half
7062,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.0,31,589.0,265.04999999999995,0.44999999999999996,Online,2021,3,9,First Half
7063,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men's Apparel,32.0,44,1408.0,605.4399999999999,0.43,Online,2021,3,9,First Half
7064,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,24.0,74,1776.0,923.52,0.52,Online,2021,3,9,First Half
7065,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,23.0,125,2875.0,1581.2500000000002,0.55,Online,2021,4,10,First Half
7066,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23.0,54,1242.0,645.84,0.52,Online,2021,4,10,First Half
7067,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,52,728.0,364.0,0.5,Online,2021,4,10,First Half
7068,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19.0,36,684.0,328.32,0.48,Online,2021,4,10,First Half
7069,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men's Apparel,61.0,45,2745.0,1207.8,0.44,Online,2021,4,10,First Half
7070,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women's Apparel,47.0,72,3384.0,1861.2,0.55,Online,2021,4,10,First Half
7071,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Street Footwear,54.0,164,8856.0,4428.0,0.5,Online,2021,5,11,First Half
7072,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37.0,73,2701.0,1485.5500000000002,0.55,Online,2021,5,11,First Half
7073,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,34.0,56,1904.0,894.88,0.47,Online,2021,5,11,First Half
7074,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.0,49,1666.0,816.34,0.49,Online,2021,5,11,First Half
7075,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Apparel,44.0,58,2552.0,1148.3999999999999,0.44999999999999996,Online,2021,5,11,First Half
7076,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women's Apparel,53.0,91,4823.0,2507.96,0.52,Online,2021,5,11,First Half
7077,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,36.0,155,5580.0,3069.0000000000005,0.55,Online,2021,6,10,First Half
7078,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,94,3008.0,1594.24,0.53,Online,2021,6,10,First Half
7079,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,50,1350.0,607.4999999999999,0.44999999999999996,Online,2021,6,10,First Half
7080,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,46,1334.0,626.98,0.47,Online,2021,6,10,First Half
7081,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Apparel,36.0,53,1908.0,858.5999999999999,0.44999999999999996,Online,2021,6,10,First Half
7082,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Apparel,56.0,91,5096.0,2598.96,0.51,Online,2021,6,10,First Half
7083,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,51.0,149,7599.0,4027.4700000000003,0.53,Online,2021,7,9,Second Half
7084,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.0,84,4116.0,2058.0,0.5,Online,2021,7,9,Second Half
7085,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,42.0,68,2856.0,1285.1999999999998,0.44999999999999996,Online,2021,7,9,Second Half
7086,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42.0,49,2058.0,967.26,0.47,Online,2021,7,9,Second Half
7087,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men's Apparel,51.0,50,2550.0,1071.0,0.42,Online,2021,7,9,Second Half
7088,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women's Apparel,54.0,101,5454.0,2781.54,0.51,Online,2021,7,9,Second Half
7089,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,47.0,152,7144.0,3929.2000000000003,0.55,Online,2021,8,10,Second Half
7090,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,41.0,87,3567.0,1926.18,0.54,Online,2021,8,10,Second Half
7091,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,37.0,56,2072.0,973.8399999999999,0.47,Online,2021,8,10,Second Half
7092,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38.0,60,2280.0,1071.6,0.47,Online,2021,8,10,Second Half
7093,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Apparel,47.0,53,2491.0,1120.9499999999998,0.44999999999999996,Online,2021,8,10,Second Half
7094,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Apparel,54.0,91,4914.0,2604.42,0.53,Online,2021,8,10,Second Half
7095,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.0,133,4389.0,2370.06,0.54,Online,2021,9,11,Second Half
7096,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29.0,74,2146.0,1073.0,0.5,Online,2021,9,11,Second Half
7097,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Street Footwear,23.0,49,1127.0,529.6899999999999,0.47,Online,2021,9,11,Second Half
7098,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,24.0,41,984.0,462.47999999999996,0.47,Online,2021,9,11,Second Half
7099,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Apparel,33.0,42,1386.0,554.4,0.4,Online,2021,9,11,Second Half
7100,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women's Apparel,36.0,68,2448.0,1272.96,0.52,Online,2021,9,11,Second Half
7101,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.0,116,4756.0,2520.6800000000003,0.53,Online,2021,10,10,Second Half
7102,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,65,2080.0,1144.0,0.55,Online,2021,10,10,Second Half
7103,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.0,38,1216.0,571.52,0.47,Online,2021,10,10,Second Half
7104,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,33.0,44,1452.0,667.92,0.45999999999999996,Online,2021,10,10,Second Half
7105,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,38,1558.0,685.52,0.44,Online,2021,10,10,Second Half
7106,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Apparel,48.0,83,3984.0,2111.52,0.53,Online,2021,10,10,Second Half
7107,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.0,123,5043.0,2571.93,0.51,Online,2021,11,10,Second Half
7108,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,33.0,98,3234.0,1778.7,0.55,Online,2021,11,10,Second Half
7109,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.0,81,2592.0,1244.1599999999999,0.48,Online,2021,11,10,Second Half
7110,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34.0,83,2822.0,1411.0,0.5,Online,2021,11,10,Second Half
7111,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men's Apparel,55.0,75,4125.0,1650.0,0.4,Online,2021,11,10,Second Half
7112,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women's Apparel,61.0,91,5551.0,2997.5400000000004,0.54,Online,2021,11,10,Second Half
7113,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Street Footwear,58.0,150,8700.0,4437.0,0.51,Online,2021,12,9,Second Half
7114,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49.0,108,5292.0,2910.6000000000004,0.55,Online,2021,12,9,Second Half
7115,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,49.0,105,5145.0,2366.7,0.45999999999999996,Online,2021,12,9,Second Half
7116,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.0,87,3915.0,1957.5,0.5,Online,2021,12,9,Second Half
7117,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men's Apparel,54.0,84,4536.0,1950.48,0.43,Online,2021,12,9,Second Half
7118,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women's Apparel,62.0,120,7440.0,3720.0,0.5,Online,2021,12,9,Second Half
7119,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Street Footwear,32.0,125,4000.0,2080.0,0.52,Online,2021,1,17,First Half
7120,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,75,2400.0,1320.0,0.55,Online,2021,1,17,First Half
7121,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.0,87,2175.0,1196.25,0.55,Online,2021,1,17,First Half
7122,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29.0,45,1305.0,704.7,0.54,Online,2021,1,17,First Half
7123,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Apparel,41.0,54,2214.0,1129.14,0.51,Online,2021,1,17,First Half
7124,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,34.0,75,2550.0,1275.0,0.5,Online,2021,1,17,First Half
7125,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.0,149,4917.0,2655.1800000000003,0.54,Online,2021,2,17,First Half
7126,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38.0,50,1900.0,1045.0,0.55,Online,2021,2,17,First Half
7127,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,75,2025.0,1032.75,0.51,Online,2021,2,17,First Half
7128,West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34.0,49,1666.0,882.98,0.53,Online,2021,2,17,First Half
7129,West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Men's Apparel,48.0,65,3120.0,1653.6000000000001,0.53,Online,2021,2,17,First Half
7130,West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Apparel,24.0,105,2520.0,1360.8000000000002,0.54,Online,2021,2,17,First Half
7131,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Street Footwear,28.0,165,4620.0,2356.2,0.51,Online,2021,3,16,First Half
7132,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.0,69,1863.0,1006.0200000000001,0.54,Online,2021,3,16,First Half
7133,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Street Footwear,19.0,91,1729.0,933.6600000000001,0.54,Online,2021,3,16,First Half
7134,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.0,49,1127.0,597.3100000000001,0.53,Online,2021,3,16,First Half
7135,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Apparel,37.0,59,2183.0,1091.5,0.5,Online,2021,3,16,First Half
7136,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Apparel,29.0,81,2349.0,1268.46,0.54,Online,2021,3,16,First Half
7137,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Street Footwear,27.0,143,3861.0,1969.1100000000001,0.51,Online,2021,4,17,First Half
7138,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.0,75,2100.0,1155.0,0.55,Online,2021,4,17,First Half
7139,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Street Footwear,19.0,68,1292.0,697.6800000000001,0.54,Online,2021,4,17,First Half
7140,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.0,47,1175.0,611.0,0.52,Online,2021,4,17,First Half
7141,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Apparel,60.0,56,3360.0,1848.0000000000002,0.55,Online,2021,4,17,First Half
7142,West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Apparel,47.0,94,4418.0,2253.18,0.51,Online,2021,4,17,First Half
7143,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Street Footwear,58.0,179,10382.0,5398.64,0.52,Online,2021,5,18,First Half
7144,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.0,87,3219.0,1641.69,0.51,Online,2021,5,18,First Half
7145,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Street Footwear,32.0,77,2464.0,1355.2,0.55,Online,2021,5,18,First Half
7146,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,50,1650.0,907.5000000000001,0.55,Online,2021,5,18,First Half
7147,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Apparel,42.0,68,2856.0,1542.24,0.54,Online,2021,5,18,First Half
7148,West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Apparel,52.0,95,4940.0,2717.0,0.55,Online,2021,5,18,First Half
7149,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Street Footwear,43.0,150,6450.0,3354.0,0.52,Online,2021,6,17,First Half
7150,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.0,119,4403.0,2201.5,0.5,Online,2021,6,17,First Half
7151,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Street Footwear,33.0,81,2673.0,1443.42,0.54,Online,2021,6,17,First Half
7152,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,69,2277.0,1184.04,0.52,Online,2021,6,17,First Half
7153,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,74,3034.0,1668.7,0.55,Online,2021,6,17,First Half
7154,West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Apparel,59.0,115,6785.0,3528.2000000000003,0.52,Online,2021,6,17,First Half
7155,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Street Footwear,55.0,182,10010.0,5205.2,0.52,Online,2021,7,16,Second Half
7156,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50.0,116,5800.0,3074.0,0.53,Online,2021,7,16,Second Half
7157,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Street Footwear,49.0,98,4802.0,2545.06,0.53,Online,2021,7,16,Second Half
7158,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,48.0,77,3696.0,1884.96,0.51,Online,2021,7,16,Second Half
7159,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Apparel,54.0,87,4698.0,2536.92,0.54,Online,2021,7,16,Second Half
7160,West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Apparel,63.0,133,8379.0,4524.66,0.54,Online,2021,7,16,Second Half
7161,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Street Footwear,46.0,131,6026.0,3133.52,0.52,Online,2021,8,17,Second Half
7162,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,42.0,90,3780.0,2079.0,0.55,Online,2021,8,17,Second Half
7163,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Street Footwear,38.0,87,3306.0,1719.1200000000001,0.52,Online,2021,8,17,Second Half
7164,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.0,72,2592.0,1321.92,0.51,Online,2021,8,17,Second Half
7165,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Apparel,49.0,68,3332.0,1799.2800000000002,0.54,Online,2021,8,17,Second Half
7166,West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Apparel,54.0,115,6210.0,3353.4,0.54,Online,2021,8,17,Second Half
7167,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Street Footwear,34.0,154,5236.0,2670.36,0.51,Online,2021,9,18,Second Half
7168,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Athletic Footwear,29.0,91,2639.0,1398.67,0.53,Online,2021,9,18,Second Half
7169,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,68,1632.0,881.2800000000001,0.54,Online,2021,9,18,Second Half
7170,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.0,59,1357.0,678.5,0.5,Online,2021,9,18,Second Half
7171,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Apparel,32.0,61,1952.0,1015.0400000000001,0.52,Online,2021,9,18,Second Half
7172,West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Apparel,36.0,75,2700.0,1377.0,0.51,Online,2021,9,18,Second Half
7173,West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Street Footwear,41.0,115,4715.0,2546.1000000000004,0.54,Online,2021,10,17,Second Half
7174,West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32.0,80,2560.0,1331.2,0.52,Online,2021,10,17,Second Half
7175,West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Street Footwear,33.0,44,1452.0,769.5600000000001,0.53,Online,2021,10,17,Second Half
7176,West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32.0,47,1504.0,797.12,0.53,Online,2021,10,17,Second Half
7177,West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,53,2173.0,1195.15,0.55,Online,2021,10,17,Second Half
7178,Foot Locker,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Apparel,47.0,84,3948.0,1974.0,0.5,Online,2021,10,17,Second Half
7179,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Street Footwear,44.0,117,5148.0,2676.96,0.52,Online,2021,11,17,Second Half
7180,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,33.0,95,3135.0,1661.5500000000002,0.53,Online,2021,11,17,Second Half
7181,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Street Footwear,32.0,77,2464.0,1232.0,0.5,Online,2021,11,17,Second Half
7182,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,38.0,91,3458.0,1901.9,0.55,Online,2021,11,17,Second Half
7183,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Apparel,62.0,78,4836.0,2563.08,0.53,Online,2021,11,17,Second Half
7184,Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Apparel,64.0,100,6400.0,3264.0,0.51,Online,2021,11,17,Second Half
7185,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Street Footwear,60.0,176,10560.0,5491.2,0.52,Online,2021,12,16,Second Half
7186,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52.0,135,7020.0,3650.4,0.52,Online,2021,12,16,Second Half
7187,West Gear,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Street Footwear,50.0,112,5600.0,2968.0,0.53,Online,2021,12,16,Second Half
7188,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53.0,102,5406.0,2757.06,0.51,Online,2021,12,16,Second Half
7189,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Apparel,61.0,95,5795.0,2897.5,0.5,Online,2021,12,16,Second Half
7190,Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Apparel,68.0,122,8296.0,4562.8,0.55,Online,2021,12,16,Second Half
7191,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Street Footwear,33.0,106,3498.0,1749.0,0.5,Online,2021,1,24,First Half
7192,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,68,2312.0,1086.6399999999999,0.47,Online,2021,1,24,First Half
7193,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,63,1512.0,695.52,0.45999999999999996,Online,2021,1,24,First Half
7194,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28.0,20,560.0,280.0,0.5,Online,2021,1,24,First Half
7195,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Apparel,42.0,33,1386.0,595.98,0.43,Online,2021,1,24,First Half
7196,Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Apparel,33.0,59,1947.0,778.8000000000001,0.4,Online,2021,1,24,First Half
7197,Foot Locker,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Street Footwear,32.0,138,4416.0,2340.48,0.53,Online,2021,2,22,First Half
7198,West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,38,1292.0,594.3199999999999,0.45999999999999996,Online,2021,2,22,First Half
7199,West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,46,1104.0,518.88,0.47,Online,2021,2,22,First Half
7200,West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,28.0,14,392.0,196.0,0.5,Online,2021,2,22,First Half
